"canonicalname","guild","citationSource","simplified_disease_1","simplified_disease_2","accepted_name","kingdom","names_to_use"
"Septobasidium_acaciae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium acaciae","Fungi","Septobasidium_acaciae"
"Septobasidium_accumbens","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium accumbens","Fungi","Septobasidium_accumbens"
"Septobasidium_alatum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium alatum","Fungi","Septobasidium_alatum"
"Septobasidium_albidum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium","Fungi","Septobasidium_albidum"
"Septobasidium_alni","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium alni","Fungi","Septobasidium_alni"
"Septobasidium_alopecinum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium alopecinum","Fungi","Septobasidium_alopecinum"
"Septobasidium_alveomarginatum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium alveomarginatum","Fungi","Septobasidium_alveomarginatum"
"Septobasidium_annulatum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium annulatum","Fungi","Septobasidium_annulatum"
"Septobasidium_apiculatum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium apiculatum","Fungi","Septobasidium_apiculatum"
"Septobasidium_arachnoideum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium arachnoideum","Fungi","Septobasidium_arachnoideum"
"Septobasidium_arboreum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium arboreum","Fungi","Septobasidium_arboreum"
"Septobasidium_ardisiae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium ardisiae","Fungi","Septobasidium_ardisiae"
"Septobasidium_areolatum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium areolatum","Fungi","Septobasidium_areolatum"
"Septobasidium_atalantiae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium atalantiae","Fungi","Septobasidium_atalantiae"
"Septobasidium_atratum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium atratum","Fungi","Septobasidium_atratum"
"Septobasidium_atropunctum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium atropunctum","Fungi","Septobasidium_atropunctum"
"Septobasidium_aulacaspidis","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium aulacaspidis","Fungi","Septobasidium_aulacaspidis"
"Septobasidium_bagliettoanum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium bagliettoanum","Fungi","Septobasidium_bagliettoanum"
"Septobasidium_bakeri","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium bakeri","Fungi","Septobasidium_bakeri"
"Septobasidium_boedijnii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium boedijnii","Fungi","Septobasidium_boedijnii"
"Septobasidium_bogoriense","Insect_Pathogen Plant_Pathogen","The_American_Phytopathological_Society_Common_Names_of_Plant_Diseases_((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)) AND USDA_Plant_Fungus_database_https://nt.ars-grin.gov/fungaldatabases/fungushost/fungushost.cfm","velvet_blight","blight","Septobasidium bogoriense","Fungi","Septobasidium_bogoriense"
"Septobasidium_bresadolae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium bresadolae","Fungi","Septobasidium_bresadolae"
"Septobasidium_broussonetiae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium broussonetiae","Fungi","Septobasidium_broussonetiae"
"Septobasidium_burtii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium burtii","Fungi","Septobasidium_burtii"
"Septobasidium_cabralii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium cabralii","Fungi","Septobasidium_cabralii"
"Septobasidium_canescens","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium canescens","Fungi","Septobasidium_canescens"
"Septobasidium_capparis","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium capparis","Fungi","Septobasidium_capparis"
"Septobasidium_carbonaceum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium carbonaceum","Fungi","Septobasidium_carbonaceum"
"Septobasidium_carestianum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium carestianum","Fungi","Septobasidium_carestianum"
"Septobasidium_castaneum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium castaneum","Fungi","Septobasidium_castaneum"
"Septobasidium_cavarae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium cavarae","Fungi","Septobasidium_cavarae"
"Septobasidium_caveniae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium caveniae","Fungi","Septobasidium_caveniae"
"Septobasidium_cerestianum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium","Fungi","Septobasidium_cerestianum"
"Septobasidium_cervicolor","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium cervicolor","Fungi","Septobasidium_cervicolor"
"Septobasidium_cinchonae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium cinchonae","Fungi","Septobasidium_cinchonae"
"Septobasidium_cinereum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium cinereum","Fungi","Septobasidium_cinereum"
"Septobasidium_cinnabarinum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium cinnabarinum","Fungi","Septobasidium_cinnabarinum"
"Septobasidium_cinnamomeum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium cinnamomeum","Fungi","Septobasidium_cinnamomeum"
"Septobasidium_cirratum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium cirratum","Fungi","Septobasidium_cirratum"
"Septobasidium_clavulatum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium clavulatum","Fungi","Septobasidium_clavulatum"
"Septobasidium_clelandii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium clelandii","Fungi","Septobasidium_clelandii"
"Septobasidium_clethrae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium clethrae","Fungi","Septobasidium_clethrae"
"Septobasidium_coffeicola","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium coffeicola","Fungi","Septobasidium_coffeicola"
"Septobasidium_cokeri","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium cokeri","Fungi","Septobasidium_cokeri"
"Septobasidium_conidiophorum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium conidiophorum","Fungi","Septobasidium_conidiophorum"
"Septobasidium_cotoneastri","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium cotoneastri","Fungi","Septobasidium_cotoneastri"
"Septobasidium_couchii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium couchii","Fungi","Septobasidium_couchii"
"Septobasidium_cremeum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium cremeum","Fungi","Septobasidium_cremeum"
"Septobasidium_crinitum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium crinitum","Fungi","Septobasidium_crinitum"
"Septobasidium_crustaceum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium crustaceum","Fungi","Septobasidium_crustaceum"
"Septobasidium_cupressi","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium cupressi","Fungi","Septobasidium_cupressi"
"Septobasidium_curtisii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium curtisii","Fungi","Septobasidium_curtisii"
"Septobasidium_dacrydii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium dacrydii","Fungi","Septobasidium_dacrydii"
"Septobasidium_dictyodes","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium dictyodes","Fungi","Septobasidium_dictyodes"
"Septobasidium_elaeagni","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium elaeagni","Fungi","Septobasidium_elaeagni"
"Septobasidium_elatostematis","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium elatostematis","Fungi","Septobasidium_elatostematis"
"Septobasidium_euonymi","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium euonymi","Fungi","Septobasidium_euonymi"
"Septobasidium_euryae-groffii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium euryae-groffii","Fungi","Septobasidium_euryae-groffii"
"Septobasidium_ficicola","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium ficicola","Fungi","Septobasidium_ficicola"
"Septobasidium_filiforme","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium filiforme","Fungi","Septobasidium_filiforme"
"Septobasidium_fissolobatum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium fissolobatum","Fungi","Septobasidium_fissolobatum"
"Septobasidium_flavobrunneum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium flavobrunneum","Fungi","Septobasidium_flavobrunneum"
"Septobasidium_foliicola","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium foliicola","Fungi","Septobasidium_foliicola"
"Septobasidium_formosense","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium formosense","Fungi","Septobasidium_formosense"
"Septobasidium_fragile","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium fragile","Fungi","Septobasidium_fragile"
"Septobasidium_fraxini","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium fraxini","Fungi","Septobasidium_fraxini"
"Septobasidium_fumigatum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium fumigatum","Fungi","Septobasidium_fumigatum"
"Septobasidium_fuscocinereum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium fuscocinereum","Fungi","Septobasidium_fuscocinereum"
"Septobasidium_fuscoviolaceum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium fuscoviolaceum","Fungi","Septobasidium_fuscoviolaceum"
"Septobasidium_fuscum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium fuscum","Fungi","Septobasidium_fuscum"
"Septobasidium_galzinii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium galzinii","Fungi","Septobasidium_galzinii"
"Septobasidium_gaoligongense","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium gaoligongense","Fungi","Septobasidium_gaoligongense"
"Septobasidium_gomezii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium gomezii","Fungi","Septobasidium_gomezii"
"Septobasidium_grandispinosum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium grandispinosum","Fungi","Septobasidium_grandispinosum"
"Septobasidium_grandisporum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium grandisporum","Fungi","Septobasidium_grandisporum"
"Septobasidium_granulosum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium granulosum","Fungi","Septobasidium_granulosum"
"Septobasidium_griseopurpureum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium griseopurpureum","Fungi","Septobasidium_griseopurpureum"
"Septobasidium_griseum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium griseum","Fungi","Septobasidium_griseum"
"Septobasidium_guaraniticum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium guaraniticum","Fungi","Septobasidium_guaraniticum"
"Septobasidium_hainanense","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium hainanense","Fungi","Septobasidium_hainanense"
"Septobasidium_hakgalanum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium hakgalanum","Fungi","Septobasidium_hakgalanum"
"Septobasidium_henningsii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium henningsii","Fungi","Septobasidium_henningsii"
"Septobasidium_hesleri","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium hesleri","Fungi","Septobasidium_hesleri"
"Septobasidium_heveae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium heveae","Fungi","Septobasidium_heveae"
"Septobasidium_humile","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium humile","Fungi","Septobasidium_humile"
"Septobasidium_hydrangeae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium hydrangeae","Fungi","Septobasidium_hydrangeae"
"Septobasidium_indigophorum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium indigophorum","Fungi","Septobasidium_indigophorum"
"Septobasidium_irregulare","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium irregulare","Fungi","Septobasidium_irregulare"
"Septobasidium_jamaicense","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium jamaicaense","Fungi","Septobasidium_jamaicaense"
"Septobasidium_kameii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium kameii","Fungi","Septobasidium_kameii"
"Septobasidium_kupemontis","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium kupemontis","Fungi","Septobasidium_kupemontis"
"Septobasidium_lacunosum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium lacunosum","Fungi","Septobasidium_lacunosum"
"Septobasidium_lagerheimii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium lagerheimii","Fungi","Septobasidium_lagerheimii"
"Septobasidium_lanatum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium lanatum","Fungi","Septobasidium_lanatum"
"Septobasidium_langloisii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium langloisii","Fungi","Septobasidium_langloisii"
"Septobasidium_lanosum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium lanosum","Fungi","Septobasidium_lanosum"
"Septobasidium_laxum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium laxum","Fungi","Septobasidium_laxum"
"Septobasidium_lepidosaphis","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium lepidosaphis","Fungi","Septobasidium_lepidosaphis"
"Septobasidium_leprieurii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium leprieurii","Fungi","Septobasidium_leprieurii"
"Septobasidium_leprosum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium leprosum","Fungi","Septobasidium_leprosum"
"Septobasidium_leucum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium","Fungi","Septobasidium_leucum"
"Septobasidium_lichenicola","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium lichenicola","Fungi","Septobasidium_lichenicola"
"Septobasidium_ligustri","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium ligustri","Fungi","Septobasidium_ligustri"
"Septobasidium_lilacinoalbum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium lilacinoalbum","Fungi","Septobasidium_lilacinoalbum"
"Septobasidium_lilacinum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium lilacinum","Fungi","Septobasidium_lilacinum"
"Septobasidium_linderi","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium linderi","Fungi","Septobasidium_linderi"
"Septobasidium_lyoniae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium lyoniae","Fungi","Septobasidium_lyoniae"
"Septobasidium_macadamiae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium macadamiae","Fungi","Septobasidium_macadamiae"
"Septobasidium_maesae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium maesae","Fungi","Septobasidium_maesae"
"Septobasidium_makilingianum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium makilingianum","Fungi","Septobasidium_makilingianum"
"Septobasidium_mariani","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium marianiae","Fungi","Septobasidium_marianiae"
"Septobasidium_meizhouense","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium meizhouense","Fungi","Septobasidium_meizhouense"
"Septobasidium_meredithiae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium meredithiae","Fungi","Septobasidium_meredithiae"
"Septobasidium_meridionale","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium meridionale","Fungi","Septobasidium_meridionale"
"Septobasidium_merrillii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium merrillii","Fungi","Septobasidium_merrillii"
"Septobasidium_mexicanum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium mexicanum","Fungi","Septobasidium_mexicanum"
"Septobasidium_michelianum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium michelianum","Fungi","Septobasidium_michelianum"
"Septobasidium_minutulum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium minutulum","Fungi","Septobasidium_minutulum"
"Septobasidium_miyakei","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium miyakei","Fungi","Septobasidium_miyakei"
"Septobasidium_molle","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium molle","Fungi","Septobasidium_molle"
"Septobasidium_molliusculum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium molliusculum","Fungi","Septobasidium_molliusculum"
"Septobasidium_muelleri","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium muelleri","Fungi","Septobasidium_muelleri"
"Septobasidium_murinum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium murinum","Fungi","Septobasidium_murinum"
"Septobasidium_myrsinae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium myrsinae","Fungi","Septobasidium_myrsinae"
"Septobasidium_natalense","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium natalense","Fungi","Septobasidium_natalense"
"Septobasidium_neglectum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium neglectum","Fungi","Septobasidium_neglectum"
"Septobasidium_nigrum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium nigrum","Fungi","Septobasidium_nigrum"
"Septobasidium_nodulosum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium nodulosum","Fungi","Septobasidium_nodulosum"
"Septobasidium_obscurum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium obscurum","Fungi","Septobasidium_obscurum"
"Septobasidium_orbiculare","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium orbiculare","Fungi","Septobasidium_orbiculare"
"Septobasidium_pachydermum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium pachydermum","Fungi","Septobasidium_pachydermum"
"Septobasidium_pallidum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium pallidum","Fungi","Septobasidium_pallidum"
"Septobasidium_pannosum","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium pannosum","Fungi","Septobasidium_pannosum"
"Septobasidium_parlatoriae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium parlatoriae","Fungi","Septobasidium_parlatoriae"
"Septobasidium_parviflorae","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium parviflorae","Fungi","Septobasidium_parviflorae"
"Septobasidium_patouillardii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium patouillardii","Fungi","Septobasidium_patouillardii"
"Septobasidium_paulense","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium paulense","Fungi","Septobasidium_paulense"
"Septobasidium_peckii","Insect_Pathogen","Araujo&Hughes_2016_https://doi.org/10.1016/bs.adgen.2016.01.001",NA,NA,"Septobasidium peckii","Fungi","Septobasidium_peckii"
