"accepted_name","guild","guild_count","tax_level","phylum","class","order","family"
"Aquacidia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Byssolomataceae"
"Arachniotus","Dung_Saprotroph Human_Pathogen",2,"B_genus","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae"
"Arachnomyces","Human_Pathogen",1,"B_genus","Ascomycota","Eurotiomycetes","Arachnomycetales","Arachnomycetaceae"
"Arachnospora","Saprotroph",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Arambarria","Necrotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae"
"Arborillus","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Arcangeliella","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Russulales","Russulaceae"
"Archaeospora","Arbuscular_Mycorrhizal",1,"B_genus","Glomeromycota","Glomeromycetes","Archaeosporales","Archaeosporaceae"
"Architrypethelium","Lichenized",1,"B_genus","Ascomycota","Dothideomycetes","Trypetheliales","Trypetheliaceae"
"Arctomia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Arctomiales","Arctomiaceae"
"Arctoparmelia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Arenariomyces","Saprotroph",1,"B_genus","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae"
"Areotheca","Dung_Saprotroph",1,"B_genus","Ascomycota","Sordariomycetes","Sordariales","Naviculisporaceae"
"Arkoola","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae"
"Armillaria","Necrotrophic_plant_pathogen Plant_Pathogen Saprotroph Wood_Saprotroph",4,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae"
"Arnium","Dung_Saprotroph",1,"B_genus","Ascomycota","Sordariomycetes","Sordariales","Incertae sedis"
"Aroramyces","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Hysterangiales","Hysterangiaceae"
"Arrhenia","Ectomycorrhizal Lichen_Parasite Plant_Pathogen Saprotroph",4,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae"
"Arthonia","Lichen_Parasite Lichenized Plant_Pathogen Saprotroph",4,"B_genus","Ascomycota","Arthoniomycetes","Arthoniales","Arthoniaceae"
"Arthophacopsis","Lichen_Parasite",1,"B_genus","Ascomycota","Arthoniomycetes","Arthoniales","Incertae sedis"
"Arthopyrenia","Lichenized Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Trypetheliales","Trypetheliaceae"
"Arthotheliopsis","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Gomphillaceae"
"Arthothelium","Lichenized Saprotroph",2,"B_genus","Ascomycota","Arthoniomycetes","Arthoniales","Arthoniaceae"
"Arthrinium","Endophyte Necrotrophic_plant_pathogen Plant_Pathogen Saprotroph Wood_Saprotroph",5,"B_genus","Ascomycota","Sordariomycetes","Incertae sedis","Apiosporaceae"
"Arthrobotrys","Fungal_Parasite Nematode_Trapping Plant_Pathogen",3,"B_genus","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae"
"Arthroderma","Human_Pathogen",1,"B_genus","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae"
"Arthrographis","Endophyte Human_Pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Eremomycetaceae"
"Arthromyces","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Incertae sedis"
"Arthrophiala","Plant_Pathogen",1,"B_genus","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae"
"Arthropsis","Human_Pathogen",1,"B_genus","Ascomycota","Eurotiomycetes","Onygenales","Incertae sedis"
"Arthrorhaphis","Lichen_Parasite Lichenized",2,"B_genus","Ascomycota","Lecanoromycetes","Incertae sedis","Arthrorhaphidaceae"
"Arthuriomyces","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Phragmidiaceae"
"Artomyces","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Russulales","Auriscalpiaceae"
"Arxiella","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Asahinea","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Aschersonia","Insect_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae"
"Ascobolus","Dung_Saprotroph",1,"B_genus","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae"
"Ascobotryozyma","Nematode_Symbiont Plant_Pathogen",2,"B_genus","Ascomycota","Saccharomycetes","Saccharomycetales","Incertae sedis"
"Ascocalyx","Plant_Pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Helotiales","Godroniaceae"
"Ascochyta","Fungal_Parasite Lichen_Parasite Necrotrophic_plant_pathogen Plant_Pathogen Saprotroph",5,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae"
"Ascocodinaea","Fungal_Parasite",1,"B_genus","Ascomycota","Sordariomycetes","Incertae sedis","Incertae sedis"
"Ascodesmis","Dung_Saprotroph Lichen_Parasite",2,"B_genus","Ascomycota","Pezizomycetes","Pezizales","Ascodesmidaceae"
"Ascodichaena","Plant_Pathogen",1,"B_genus","Ascomycota","Leotiomycetes","Rhytismatales","Ascodichaenaceae"
"Ascopolyporus","Insect_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae"
"Ascozonus","Dung_Saprotroph",1,"B_genus","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae"
"Aspergillus","Cnidaria_Pathogen Endophyte Human_Pathogen Necrotrophic_plant_pathogen Plant_Pathogen Saprotroph Wood_Saprotroph",7,"B_genus","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae"
"Asperisporium","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Aspicilia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Pertusariales","Megasporaceae"
"Aspiciliella","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Pertusariales","Megasporaceae"
"Aspiciliopsis","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Incertae sedis","Trapeliaceae"
"Aspidella","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae"
"Aspidothelium","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Thelenellaceae"
"Aspilidea","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Incertae sedis","Incertae sedis"
"Aspropaxillus","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae"
"Asteridiella","Biotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Meliolales","Meliolaceae"
"Asterina","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Asterinales","Asterinaceae"
"Asterinema","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Microthyriales","Microthyriaceae"
"Asteristion","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae"
"Asterodon","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae"
"Asteroglobulus","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Asterolibertia","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Asterinales","Asterinaceae"
"Asteroma","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae"
"Asteromella","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Incertae sedis"
"Asteronia","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Microthyriales","Microthyriaceae"
"Asterophoma","Lichen_Parasite",1,"B_genus","Ascomycota","Eurotiomycetes","Mycocaliciales","Mycocaliciaceae"
"Asterophora","Plant_Pathogen",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae"
"Asterostomella","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Asterinales","Asterinaceae"
"Asterostomula","Plant_Pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Asterostroma","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae"
"Asterotexis","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Asterotexales","Asterotexaceae"
"Asterothyrium","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Gomphillaceae"
"Astraeus","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Diplocystidiaceae"
"Astrochapsa","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae"
"Astrosphaeriella","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Astrosphaeriellaceae"
"Astrothelium","Lichenized",1,"B_genus","Ascomycota","Dothideomycetes","Trypetheliales","Trypetheliaceae"
"Atelocauda","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Pileolariaceae"
"Athallia","Lichen_Parasite Lichenized",2,"B_genus","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae"
"Athelia","Epiphyte Lichen_Parasite Necrotrophic_plant_pathogen Plant_Pathogen Saprotroph Wood_Saprotroph",6,"B_genus","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae"
"Atheliachaete","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae"
"Athelidium","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae"
"Atheloderma","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae"
"Athelopsis","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae"
"Atheniella","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae"
"Atkinsonella","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae"
"Atla","Lichenized",1,"B_genus","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae"
"Atopospora","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae"
"Atractosporocybe","Saprotroph Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Incertae sedis"
"Atradidymella","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Incertae sedis"
"Atrotorquata","Saprotroph",1,"B_genus","Ascomycota","Sordariomycetes","Xylariales","Cainiaceae"
"Aulaxina","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Gomphillaceae"
"Aulographina","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Asterinales","Asterinaceae"
"Aurantioporthe","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae"
"Aurantiosacculus","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae"
"Aurantiosporium","Biotrophic_plant_pathogen",2,"B_genus","Basidiomycota","Microbotryomycetes","Microbotryales","Ustilentylomataceae"
"Aurantiporus","Necrotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae"
"Aurapex","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae"
"Auratiopycnidiella","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales",NA
"Aureobasidium","Endophyte Epiphyte Human_Pathogen Necrotrophic_plant_pathogen Plant_Pathogen Saprotroph",6,"B_genus","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae"
"Aureoboletus","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Boletaceae"
"Auricularia","Saprotroph Wood_Saprotroph",2,"B_genus","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae"
"Aurifilum","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae"
"Auriporia","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Polyporales","Incertae sedis"
"Auriscalpium","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Russulales","Auriscalpiaceae"
"Auritella","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae"
"Australiaena","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Caliciales","Caliciaceae"
"Australosphaerella","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae"
"Australovuilleminia","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Corticiales","Vuilleminiaceae"
"Austrella","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae"
"Austroafricana","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae"
"Austroboletus","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Boletaceae"
"Austrogautieria","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Hysterangiales","Gallaceaceae"
"Austrographa","Lichenized",1,"B_genus","Ascomycota","Arthoniomycetes","Arthoniales","Roccellaceae"
"Austrolecia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Catillariaceae"
"Austromelanelixia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Austroparmeliella","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae"
"Austroparmelina","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae"
"Austropaxillus","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Serpulaceae"
"Austroplaca","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae"
"Austropleospora","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Incertae sedis"
"Austropuccinia","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Sphaerophragmiaceae"
"Austroroccella","Lichenized",1,"B_genus","Ascomycota","Arthoniomycetes","Arthoniales","Roccellaceae"
"Austrotrema","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae"
"Auxarthron","Human_Pathogen",1,"B_genus","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae"
"Awasthia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae"
"Bachmanniomyces","Lichen_Parasite",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Bacidia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Bacidina","Lichenized Saprotroph",2,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Backusella","Dung_Saprotroph",1,"B_genus","Mucoromycota","Mucoromycetes","Mucorales","Backusellaceae"
"Bactrodesmium","Endophyte Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Incertae sedis"
"Bactrospora","Lichenized",1,"B_genus","Ascomycota","Arthoniomycetes","Arthoniales","Incertae sedis"
"Baculifera","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Caliciales","Caliciaceae"
"Badimia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Badimiella","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Byssolomataceae"
"Baeomyces","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Baeomycetales","Baeomycetaceae"
"Baeospora","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Incertae sedis"
"Baflavia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Byssolomataceae"
"Bagadiella","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae"
"Bagcheea","Plant_Pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae"
"Bagliettoa","Lichenized",1,"B_genus","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae"
"Bahusakala","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Incertae sedis"
"Balansia","Insect_Pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae"
"Balladyna","Biotrophic_plant_pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Balladynaceae"
"Balladynocallia","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Parodiopsidaceae"
"Balladynopsis","Plant_Pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Parodiopsidaceae"
"Ballocephala","Insect_Pathogen",1,"B_genus","Mucoromycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Balsamia","Ectomycorrhizal",1,"B_genus","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae"
"Baltazaria","Plant_Pathogen",1,"B_genus","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae"
"Bambusiomyces","Plant_Pathogen",1,"B_genus","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae"
"Baorangia","Ectomycorrhizal",1,"B_genus","Basidiomycota","Agaricomycetes","Boletales","Boletaceae"
"Bapalmuia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Byssolomataceae"
"Barcheria","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae"
"Barretomyces","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae"
"Barriopsis","Saprotroph",1,"B_genus","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae"
"Bartalinia","Endophyte Necrotrophic_plant_pathogen Saprotroph",3,"B_genus","Ascomycota","Sordariomycetes","Amphisphaeriales","Bartaliniaceae"
"Barubria","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Byssolomataceae"
"Basidiobolus","Amphibian_Pathogen Amphibian_Symbiont Insect_Pathogen Saprotroph",4,"B_genus","Zygomycota","Incertae sedis","Basidiobolales","Basidiobolaceae"
"Basidiodendron","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Auriculariales","Incertae sedis"
"Batcheloromyces","Necrotrophic_plant_pathogen Plant_Pathogen",2,"B_genus","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae"
"Bathelium","Lichenized",1,"B_genus","Ascomycota","Dothideomycetes","Trypetheliales","Trypetheliaceae"
"Batistinula","Biotrophic_plant_pathogen",1,"B_genus","Ascomycota","Dothideomycetes","Asterinales","Asterinaceae"
"Batistopsora","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Phakopsoraceae"
"Batkoa","Insect_Pathogen",1,"B_genus","Entomophthoromycota","Entomophthoromycetes","Entomophthorales","Entomophthoraceae"
"Batrachochytrium","Amphibian_Pathogen",1,"B_genus","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Incertae sedis"
"Battarrea","Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae"
"Bauerago","Plant_Pathogen",1,"B_genus","Basidiomycota","Microbotryomycetes","Microbotryales","Microbotryaceae"
"Beauveria","Human_Pathogen Insect_Pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae"
"Beenakia","Wood_Saprotroph",1,"B_genus","Basidiomycota","Agaricomycetes","Gomphales","Clavariadelphaceae"
"Belizeana","Plant_Pathogen Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Incertae sedis","Incertae sedis"
"Bellemerea","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecideales","Lecideaceae"
"Bellemerella","Lichen_Parasite",1,"B_genus","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae"
"Bellicidia","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Beltrania","Endophyte Necrotrophic_plant_pathogen",2,"B_genus","Ascomycota","Sordariomycetes","Sordariales","Beltraniaceae"
"Beniowskia","Plant_Pathogen",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Berkelella","Fungal_Parasite",1,"B_genus","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae"
"Berkeleyomyces","Necrotrophic_plant_pathogen",1,"B_genus","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae"
"Berkleasmium","Lichen_Parasite Saprotroph",2,"B_genus","Ascomycota","Dothideomycetes","Pleosporales","Incertae sedis"
"Biatora","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Biatorella","Lichenized",1,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Biatorellaceae"
"Biatoridium","Lichenized",1,"B_genus","Ascomycota","Incertae sedis","Incertae sedis","Incertae sedis"
"Biatoropsis","Lichen_Parasite",1,"B_genus","Basidiomycota","Tremellomycetes","Tremellales","Incertae sedis"
"Biazrovia","Lichen_Parasite",1,"B_genus","Ascomycota","Lecanoromycetes","Ostropales","Incertae sedis"
"Bibbya","Lichen_Parasite Lichenized",2,"B_genus","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae"
"Bibulocystis","Biotrophic_plant_pathogen",1,"B_genus","Basidiomycota","Pucciniomycetes","Pucciniales","Raveneliaceae"
